title,filename,tm,edcs,uri,doi,edr,phi,epicum,term_key_0,term_ref_0,term_text_0,term_cert_0,0,0,term_key_1,term_ref_1,term_text_1
I.Sicily inscription 3908,isic3908,,,http://sicily.classics.ox.ac.uk/inscription/isic3908,10.5281/zenodo.4389339,,334366,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 3909,isic3909,,,http://sicily.classics.ox.ac.uk/inscription/isic3909,10.5281/zenodo.4389341,,334367,,,,,,,,,,
I.Sicily inscription 3910,isic3910,,,http://sicily.classics.ox.ac.uk/inscription/isic3910,10.5281/zenodo.4389343,,334368,,,,,,,,,,
I.Sicily inscription 3911,isic3911,,,http://sicily.classics.ox.ac.uk/inscription/isic3911,10.5281/zenodo.4389347,,334369,,,,,,,,,,
I.Sicily inscription 3912,isic3912,,,http://sicily.classics.ox.ac.uk/inscription/isic3912,10.5281/zenodo.4389349,,334372,,,,,,,,,,
I.Sicily inscription 3913,isic3913,,,http://sicily.classics.ox.ac.uk/inscription/isic3913,10.5281/zenodo.4389351,,334374,,,,,,,,,,
I.Sicily inscription 3914,isic3914,,,http://sicily.classics.ox.ac.uk/inscription/isic3914,10.5281/zenodo.4389355,,334373,,,,,,,,,,
I.Sicily inscription 3915,isic3915,,,http://sicily.classics.ox.ac.uk/inscription/isic3915,10.5281/zenodo.4389359,,334375,,,,,,,,,,
I.Sicily inscription 3916,isic3916,,,http://sicily.classics.ox.ac.uk/inscription/isic3916,10.5281/zenodo.4389361,,334376,,,,,,,,,,
I.Sicily inscription 3917,isic3917,,,http://sicily.classics.ox.ac.uk/inscription/isic3917,10.5281/zenodo.4389363,,334377,,,,,,,,,,
I.Sicily inscription 3918,isic3918,,,http://sicily.classics.ox.ac.uk/inscription/isic3918,10.5281/zenodo.4389365,,334378,,,,,,,,,,
I.Sicily inscription 3919,isic3919,,,http://sicily.classics.ox.ac.uk/inscription/isic3919,10.5281/zenodo.4389367,,334379,,,,,,,,,,
I.Sicily inscription 3920,isic3920,,,http://sicily.classics.ox.ac.uk/inscription/isic3920,10.5281/zenodo.4389369,,334380,,,,,,,,,,
I.Sicily inscription 3921,isic3921,,,http://sicily.classics.ox.ac.uk/inscription/isic3921,10.5281/zenodo.4389371,,334381,,,,,,,,,,
I.Sicily inscription 3922,isic3922,,,http://sicily.classics.ox.ac.uk/inscription/isic3922,10.5281/zenodo.4389373,,334382,,,,,,,,,,
I.Sicily inscription 3923,isic3923,,,http://sicily.classics.ox.ac.uk/inscription/isic3923,10.5281/zenodo.4389375,,334383,,,,,,,,,,
I.Sicily inscription 3924,isic3924,,,http://sicily.classics.ox.ac.uk/inscription/isic3924,10.5281/zenodo.4389377,,334385,,,,,,,,,,
I.Sicily inscription 3925,isic3925,,,http://sicily.classics.ox.ac.uk/inscription/isic3925,10.5281/zenodo.4389379,,334387,,,,,,,,,,
I.Sicily inscription 3926,isic3926,,,http://sicily.classics.ox.ac.uk/inscription/isic3926,10.5281/zenodo.4389381,,334389,,,,,,,,,,
I.Sicily inscription 3927,isic3927,,,http://sicily.classics.ox.ac.uk/inscription/isic3927,10.5281/zenodo.4389383,,334390,,,,,,,,,,
I.Sicily inscription 3928,isic3928,,,http://sicily.classics.ox.ac.uk/inscription/isic3928,10.5281/zenodo.4389385,,334392,,,,,,,,,,
I.Sicily inscription 3929,isic3929,,,http://sicily.classics.ox.ac.uk/inscription/isic3929,10.5281/zenodo.4389387,,334393,,,,,,,,,,
I.Sicily inscription 3930,isic3930,,,http://sicily.classics.ox.ac.uk/inscription/isic3930,10.5281/zenodo.4389389,,334396,,,,,,,,,,
I.Sicily inscription 3931,isic3931,,,http://sicily.classics.ox.ac.uk/inscription/isic3931,10.5281/zenodo.4389391,,334397,,,,,,,,,,
I.Sicily inscription 3932,isic3932,,,http://sicily.classics.ox.ac.uk/inscription/isic3932,10.5281/zenodo.4389393,,334398,,,,,,,,,,
I.Sicily inscription 3933,isic3933,,,http://sicily.classics.ox.ac.uk/inscription/isic3933,10.5281/zenodo.4389395,,334399,,,,,,,,,,
I.Sicily inscription 3934,isic3934,,,http://sicily.classics.ox.ac.uk/inscription/isic3934,10.5281/zenodo.4389397,,334403,,,,,,,,,,
I.Sicily inscription 3935,isic3935,,,http://sicily.classics.ox.ac.uk/inscription/isic3935,10.5281/zenodo.4389399,,334404,,,,,,,,,,
I.Sicily inscription 3936,isic3936,,,http://sicily.classics.ox.ac.uk/inscription/isic3936,10.5281/zenodo.4389401,,334405,,,,,,,,,,
I.Sicily inscription 3937,isic3937,,,http://sicily.classics.ox.ac.uk/inscription/isic3937,10.5281/zenodo.4389403,,334408,,,,,,,,,,
I.Sicily inscription 3938,isic3938,,,http://sicily.classics.ox.ac.uk/inscription/isic3938,10.5281/zenodo.4389405,,334409,,,,,,,,,,
I.Sicily inscription 3939,isic3939,,,http://sicily.classics.ox.ac.uk/inscription/isic3939,10.5281/zenodo.4389407,,334411,,,,,,,,,,
I.Sicily inscription 3940,isic3940,,,http://sicily.classics.ox.ac.uk/inscription/isic3940,10.5281/zenodo.4389409,,334412,,,,,,,,,,
I.Sicily inscription 3941,isic3941,,,http://sicily.classics.ox.ac.uk/inscription/isic3941,10.5281/zenodo.4389411,,334414,,,,,,,,,,
I.Sicily inscription 3942,isic3942,,,http://sicily.classics.ox.ac.uk/inscription/isic3942,10.5281/zenodo.4389413,,334415,,,,,,,,,,
I.Sicily inscription 3943,isic3943,,,http://sicily.classics.ox.ac.uk/inscription/isic3943,10.5281/zenodo.4389415,,334416,,,,,,,,,,
I.Sicily inscription 3944,isic3944,,,http://sicily.classics.ox.ac.uk/inscription/isic3944,10.5281/zenodo.4389417,,334417,,,,,,,,,,
I.Sicily inscription 3945,isic3945,,,http://sicily.classics.ox.ac.uk/inscription/isic3945,10.5281/zenodo.4389421,,334418,,,,,,,,,,
I.Sicily inscription 3946,isic3946,,,http://sicily.classics.ox.ac.uk/inscription/isic3946,10.5281/zenodo.4389423,,334419,,,,,,,,,,
I.Sicily inscription 3947,isic3947,,,http://sicily.classics.ox.ac.uk/inscription/isic3947,10.5281/zenodo.4389427,,334420,,,,,,,,,,
I.Sicily inscription 3948,isic3948,,,http://sicily.classics.ox.ac.uk/inscription/isic3948,10.5281/zenodo.4389431,,334421,,,,,,,,,,
I.Sicily inscription 3949,isic3949,,,http://sicily.classics.ox.ac.uk/inscription/isic3949,10.5281/zenodo.4389433,,334423,,,,,,,,,,
I.Sicily inscription 3950,isic3950,,,http://sicily.classics.ox.ac.uk/inscription/isic3950,10.5281/zenodo.4389435,,334424,,,,,,,,,,
I.Sicily inscription 3951,isic3951,,,http://sicily.classics.ox.ac.uk/inscription/isic3951,10.5281/zenodo.4389437,,334425,,,,,,,,,,
I.Sicily inscription 3952,isic3952,,,http://sicily.classics.ox.ac.uk/inscription/isic3952,10.5281/zenodo.4389439,,334426,,,,,,,,,,
I.Sicily inscription 3953,isic3953,,,http://sicily.classics.ox.ac.uk/inscription/isic3953,10.5281/zenodo.4389441,,334427,,,,,,,,,,
I.Sicily inscription 3954,isic3954,,,http://sicily.classics.ox.ac.uk/inscription/isic3954,10.5281/zenodo.4389443,,334428,,,,,,,,,,
I.Sicily inscription 3955,isic3955,,,http://sicily.classics.ox.ac.uk/inscription/isic3955,10.5281/zenodo.4389447,,334429,,,,,,,,,,
I.Sicily inscription 3956,isic3956,,,http://sicily.classics.ox.ac.uk/inscription/isic3956,10.5281/zenodo.4389451,,334431,,,,,,,,,,
I.Sicily inscription 3957,isic3957,,,http://sicily.classics.ox.ac.uk/inscription/isic3957,10.5281/zenodo.4389453,,334433,,,,,,,,,,
I.Sicily inscription 3958,isic3958,,,http://sicily.classics.ox.ac.uk/inscription/isic3958,10.5281/zenodo.4389455,,334434,,,,,,,,,,
I.Sicily inscription 3959,isic3959,,,http://sicily.classics.ox.ac.uk/inscription/isic3959,10.5281/zenodo.4389457,,334435,,,,,,,,,,
I.Sicily inscription 3960,isic3960,,,http://sicily.classics.ox.ac.uk/inscription/isic3960,10.5281/zenodo.4389459,,334436,,,,,,,,,,
I.Sicily inscription 3961,isic3961,,,http://sicily.classics.ox.ac.uk/inscription/isic3961,10.5281/zenodo.4389461,,334438,,,,,,,,,,
I.Sicily inscription 3962,isic3962,,,http://sicily.classics.ox.ac.uk/inscription/isic3962,10.5281/zenodo.4389463,,334439,,,,,,,,,,
I.Sicily inscription 3963,isic3963,,,http://sicily.classics.ox.ac.uk/inscription/isic3963,10.5281/zenodo.4389465,,334440,,,,,,,,,,
I.Sicily inscription 3964,isic3964,,,http://sicily.classics.ox.ac.uk/inscription/isic3964,10.5281/zenodo.4389467,,334441,,,,,,,,,,
I.Sicily inscription 3965,isic3965,,,http://sicily.classics.ox.ac.uk/inscription/isic3965,10.5281/zenodo.4389469,,334442,,,,,,,,,,
I.Sicily inscription 3966,isic3966,,,http://sicily.classics.ox.ac.uk/inscription/isic3966,10.5281/zenodo.4389471,,334443,,,,,,,,,,
I.Sicily inscription 3967,isic3967,,,http://sicily.classics.ox.ac.uk/inscription/isic3967,10.5281/zenodo.4389473,,334444,,,,,,,,,,
I.Sicily inscription 3968,isic3968,,,http://sicily.classics.ox.ac.uk/inscription/isic3968,10.5281/zenodo.4389475,,334445,,,,,,,,,,
I.Sicily inscription 3969,isic3969,,,http://sicily.classics.ox.ac.uk/inscription/isic3969,10.5281/zenodo.4389477,,334446,,,,,,,,,,
I.Sicily inscription 3970,isic3970,,,http://sicily.classics.ox.ac.uk/inscription/isic3970,10.5281/zenodo.4389479,,334448,,,,,,,,,,
I.Sicily inscription 3971,isic3971,,,http://sicily.classics.ox.ac.uk/inscription/isic3971,10.5281/zenodo.4389481,,334449,,,,,,,,,,
I.Sicily inscription 3972,isic3972,,,http://sicily.classics.ox.ac.uk/inscription/isic3972,10.5281/zenodo.4389483,,334451,,,,,,,,,,
I.Sicily inscription 3973,isic3973,,,http://sicily.classics.ox.ac.uk/inscription/isic3973,10.5281/zenodo.4389485,,334452,,,,,,,,,,
I.Sicily inscription 3974,isic3974,,,http://sicily.classics.ox.ac.uk/inscription/isic3974,10.5281/zenodo.4389487,,334453,,,,,,,,,,
I.Sicily inscription 3975,isic3975,,,http://sicily.classics.ox.ac.uk/inscription/isic3975,10.5281/zenodo.4389489,,334455,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 3976,isic3976,,,http://sicily.classics.ox.ac.uk/inscription/isic3976,10.5281/zenodo.4389491,,334456,,,,,,,,,,
I.Sicily inscription 3977,isic3977,,,http://sicily.classics.ox.ac.uk/inscription/isic3977,10.5281/zenodo.4389493,,334459,,,,,,,,,,
I.Sicily inscription 3978,isic3978,,,http://sicily.classics.ox.ac.uk/inscription/isic3978,10.5281/zenodo.4389497,,334462,,,,,,,,,,
I.Sicily inscription 3979,isic3979,,,http://sicily.classics.ox.ac.uk/inscription/isic3979,10.5281/zenodo.4389501,,334466,,,,,,,,,,
I.Sicily inscription 3980,isic3980,,,http://sicily.classics.ox.ac.uk/inscription/isic3980,10.5281/zenodo.4389503,,334467,,,,,,,,,,
I.Sicily inscription 3981,isic3981,,,http://sicily.classics.ox.ac.uk/inscription/isic3981,10.5281/zenodo.4389505,,334468,,,,,,,,,,
I.Sicily inscription 3982,isic3982,,,http://sicily.classics.ox.ac.uk/inscription/isic3982,10.5281/zenodo.4389507,,334469,,,,,,,,,,
I.Sicily inscription 3983,isic3983,,,http://sicily.classics.ox.ac.uk/inscription/isic3983,10.5281/zenodo.4389509,,334470,,,,,,,,,,
I.Sicily inscription 3984,isic3984,,,http://sicily.classics.ox.ac.uk/inscription/isic3984,10.5281/zenodo.4389511,,334471,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 3985,isic3985,,,http://sicily.classics.ox.ac.uk/inscription/isic3985,10.5281/zenodo.4389513,,334473,,,,,,,,,,
I.Sicily inscription 3986,isic3986,,,http://sicily.classics.ox.ac.uk/inscription/isic3986,10.5281/zenodo.4389517,,334474,,,,,,,,,,
I.Sicily inscription 3987,isic3987,,,http://sicily.classics.ox.ac.uk/inscription/isic3987,10.5281/zenodo.4389519,,334475,,,,,,,,,,
I.Sicily inscription 3988,isic3988,,,http://sicily.classics.ox.ac.uk/inscription/isic3988,10.5281/zenodo.4389521,,334476,,,,,,,,,,
I.Sicily inscription 3989,isic3989,,,http://sicily.classics.ox.ac.uk/inscription/isic3989,10.5281/zenodo.4389523,,334477,,,,,,,,,,
I.Sicily inscription 3990,isic3990,,,http://sicily.classics.ox.ac.uk/inscription/isic3990,10.5281/zenodo.4389525,,334478,,,,,,,,,,
I.Sicily inscription 3991,isic3991,,,http://sicily.classics.ox.ac.uk/inscription/isic3991,10.5281/zenodo.4389527,,334482,,,,,,,,,,
I.Sicily inscription 3992,isic3992,,,http://sicily.classics.ox.ac.uk/inscription/isic3992,10.5281/zenodo.4389529,,334484,,,,,,,,,,
I.Sicily inscription 3993,isic3993,,,http://sicily.classics.ox.ac.uk/inscription/isic3993,10.5281/zenodo.4389531,,334485,,,,,,,,,,
I.Sicily inscription 3994,isic3994,,,http://sicily.classics.ox.ac.uk/inscription/isic3994,10.5281/zenodo.4389533,,334486,,,,,,,,,,
I.Sicily inscription 3995,isic3995,,,http://sicily.classics.ox.ac.uk/inscription/isic3995,10.5281/zenodo.4389535,,334487,,,,,,,,,,
I.Sicily inscription 3996,isic3996,,,http://sicily.classics.ox.ac.uk/inscription/isic3996,10.5281/zenodo.4389537,,334488,,,,,,,,,,
I.Sicily inscription 3997,isic3997,,,http://sicily.classics.ox.ac.uk/inscription/isic3997,10.5281/zenodo.4389539,,334489,,,,,,,,,,
I.Sicily inscription 3998,isic3998,,,http://sicily.classics.ox.ac.uk/inscription/isic3998,10.5281/zenodo.4389543,,334492,,,,,,,,,,
I.Sicily inscription 3999,isic3999,,,http://sicily.classics.ox.ac.uk/inscription/isic3999,10.5281/zenodo.4389545,,334493,,,,,,,,,,
I.Sicily inscription 4000,isic4000,,,http://sicily.classics.ox.ac.uk/inscription/isic4000,10.5281/zenodo.4389547,,334494,,,,,,,,,,
I.Sicily inscription 4001,isic4001,,,http://sicily.classics.ox.ac.uk/inscription/isic4001,10.5281/zenodo.4389549,,334496,,,,,,,,,,
I.Sicily inscription 4002,isic4002,,,http://sicily.classics.ox.ac.uk/inscription/isic4002,10.5281/zenodo.4389551,,334498,,,,,,,,,,
I.Sicily inscription 4003,isic4003,,,http://sicily.classics.ox.ac.uk/inscription/isic4003,10.5281/zenodo.4389553,,334499,,,,,,,,,,
I.Sicily inscription 4004,isic4004,,,http://sicily.classics.ox.ac.uk/inscription/isic4004,10.5281/zenodo.4389555,,334501,,,,,,,,,,
I.Sicily inscription 4005,isic4005,,,http://sicily.classics.ox.ac.uk/inscription/isic4005,10.5281/zenodo.4389559,,334504,,,,,,,,,,
I.Sicily inscription 4006,isic4006,,,http://sicily.classics.ox.ac.uk/inscription/isic4006,10.5281/zenodo.4389561,,334505,,,,,,,,,,
I.Sicily inscription 4007,isic4007,,,http://sicily.classics.ox.ac.uk/inscription/isic4007,10.5281/zenodo.4389565,,334506,,,,,,,,,,
I.Sicily inscription 4008,isic4008,,,http://sicily.classics.ox.ac.uk/inscription/isic4008,10.5281/zenodo.4389567,,334507,,,,,,,,,,
I.Sicily inscription 4009,isic4009,,,http://sicily.classics.ox.ac.uk/inscription/isic4009,10.5281/zenodo.4389569,,334508,,,,,,,,,,
I.Sicily inscription 4010,isic4010,,,http://sicily.classics.ox.ac.uk/inscription/isic4010,10.5281/zenodo.4389571,,334509,,,,,,,,,,
I.Sicily inscription 4011,isic4011,,,http://sicily.classics.ox.ac.uk/inscription/isic4011,10.5281/zenodo.4389573,,334510,,,,,,,,,,
I.Sicily inscription 4012,isic4012,,,http://sicily.classics.ox.ac.uk/inscription/isic4012,10.5281/zenodo.4389577,,334512,,,,,,,,,,
I.Sicily inscription 4013,isic4013,,,http://sicily.classics.ox.ac.uk/inscription/isic4013,10.5281/zenodo.4389579,,334513,,,,,,,,,,
I.Sicily inscription 4014,isic4014,,,http://sicily.classics.ox.ac.uk/inscription/isic4014,10.5281/zenodo.4389581,,334516,,,,,,,,,,
I.Sicily inscription 4015,isic4015,,,http://sicily.classics.ox.ac.uk/inscription/isic4015,10.5281/zenodo.4389583,,334518,,,,,,,,,,
I.Sicily inscription 4016,isic4016,,,http://sicily.classics.ox.ac.uk/inscription/isic4016,10.5281/zenodo.4389585,,334521,,,,,,,,,,
I.Sicily inscription 4017,isic4017,,,http://sicily.classics.ox.ac.uk/inscription/isic4017,10.5281/zenodo.4389587,,334522,,,,,,,,,,
I.Sicily inscription 4018,isic4018,,,http://sicily.classics.ox.ac.uk/inscription/isic4018,10.5281/zenodo.4389589,,334523,,,,,,,,,,
I.Sicily inscription 4019,isic4019,,,http://sicily.classics.ox.ac.uk/inscription/isic4019,10.5281/zenodo.4389591,,334524,,,,,,,,,,
I.Sicily inscription 4020,isic4020,,,http://sicily.classics.ox.ac.uk/inscription/isic4020,10.5281/zenodo.4389593,,334525,,,,,,,,,,
I.Sicily inscription 4021,isic4021,,,http://sicily.classics.ox.ac.uk/inscription/isic4021,10.5281/zenodo.4389595,,334527,,,,,,,,,,
I.Sicily inscription 4022,isic4022,,,http://sicily.classics.ox.ac.uk/inscription/isic4022,10.5281/zenodo.4389597,,334528,,,,,,,,,,
I.Sicily inscription 4023,isic4023,,,http://sicily.classics.ox.ac.uk/inscription/isic4023,10.5281/zenodo.4389599,,334530,,,,,,,,,,
I.Sicily inscription 4024,isic4024,,,http://sicily.classics.ox.ac.uk/inscription/isic4024,10.5281/zenodo.4389601,,334531,,,,,,,,,,
I.Sicily inscription 4025,isic4025,,,http://sicily.classics.ox.ac.uk/inscription/isic4025,10.5281/zenodo.4389603,,334532,,,,,,,,,,
I.Sicily inscription 4026,isic4026,,,http://sicily.classics.ox.ac.uk/inscription/isic4026,10.5281/zenodo.4389605,,334533,,,,,,,,,,
I.Sicily inscription 4027,isic4027,,,http://sicily.classics.ox.ac.uk/inscription/isic4027,10.5281/zenodo.4389607,,334535,,,,,,,,,,
I.Sicily inscription 4028,isic4028,,,http://sicily.classics.ox.ac.uk/inscription/isic4028,10.5281/zenodo.4389611,,334536,,,,,,,,,,
I.Sicily inscription 4029,isic4029,,,http://sicily.classics.ox.ac.uk/inscription/isic4029,10.5281/zenodo.4389613,,334537,,,,,,,,,,
I.Sicily inscription 4030,isic4030,,,http://sicily.classics.ox.ac.uk/inscription/isic4030,10.5281/zenodo.4389615,,334538,,,,,,,,,,
I.Sicily inscription 4031,isic4031,,,http://sicily.classics.ox.ac.uk/inscription/isic4031,10.5281/zenodo.4389620,,334539,,,,,,,,,,
I.Sicily inscription 4032,isic4032,,,http://sicily.classics.ox.ac.uk/inscription/isic4032,10.5281/zenodo.4389624,,334542,,,,,,,,,,
I.Sicily inscription 4033,isic4033,,,http://sicily.classics.ox.ac.uk/inscription/isic4033,10.5281/zenodo.4389628,,334543,,,,,,,,,,
I.Sicily inscription 4034,isic4034,,,http://sicily.classics.ox.ac.uk/inscription/isic4034,10.5281/zenodo.4389630,,334544,,,,,,,,,,
I.Sicily inscription 4035,isic4035,,,http://sicily.classics.ox.ac.uk/inscription/isic4035,10.5281/zenodo.4389632,,334545,,,,,,,,,,
I.Sicily inscription 4036,isic4036,,,http://sicily.classics.ox.ac.uk/inscription/isic4036,10.5281/zenodo.4389634,,334546,,,,,,,,,,
I.Sicily inscription 4037,isic4037,,,http://sicily.classics.ox.ac.uk/inscription/isic4037,10.5281/zenodo.4389636,,334547,,,,,,,,,,
I.Sicily inscription 4038,isic4038,,,http://sicily.classics.ox.ac.uk/inscription/isic4038,10.5281/zenodo.4389638,,334549,,,,,,,,,,
I.Sicily inscription 4039,isic4039,,,http://sicily.classics.ox.ac.uk/inscription/isic4039,10.5281/zenodo.4389640,,334550,,,,,,,,,,
I.Sicily inscription 4040,isic4040,,,http://sicily.classics.ox.ac.uk/inscription/isic4040,10.5281/zenodo.4389644,,334551,,,,,,,,,,
I.Sicily inscription 4041,isic4041,,,http://sicily.classics.ox.ac.uk/inscription/isic4041,10.5281/zenodo.4389646,,334552,,,,,,,,,,
I.Sicily inscription 4042,isic4042,,,http://sicily.classics.ox.ac.uk/inscription/isic4042,10.5281/zenodo.4389648,,334553,,,,,,,,,,
I.Sicily inscription 4043,isic4043,,,http://sicily.classics.ox.ac.uk/inscription/isic4043,10.5281/zenodo.4389650,,334555,,,,,,,,,,
I.Sicily inscription 4044,isic4044,,,http://sicily.classics.ox.ac.uk/inscription/isic4044,10.5281/zenodo.4389654,,334556,,,,,,,,,,
I.Sicily inscription 4045,isic4045,,,http://sicily.classics.ox.ac.uk/inscription/isic4045,10.5281/zenodo.4389656,,334558,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 4046,isic4046,,,http://sicily.classics.ox.ac.uk/inscription/isic4046,10.5281/zenodo.4389660,,334560,,,,,,,,,,
I.Sicily inscription 4047,isic4047,,,http://sicily.classics.ox.ac.uk/inscription/isic4047,10.5281/zenodo.4389662,,334561,,,,,,,,,,
I.Sicily inscription 4048,isic4048,,,http://sicily.classics.ox.ac.uk/inscription/isic4048,10.5281/zenodo.4389664,,334563,,,,,,,,,,
I.Sicily inscription 4049,isic4049,,,http://sicily.classics.ox.ac.uk/inscription/isic4049,10.5281/zenodo.4389666,,334564,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 4050,isic4050,,,http://sicily.classics.ox.ac.uk/inscription/isic4050,10.5281/zenodo.4389668,,334565,,,,,,,,,,
I.Sicily inscription 4051,isic4051,,,http://sicily.classics.ox.ac.uk/inscription/isic4051,10.5281/zenodo.4389694,,334567,,,,,,,,,,
I.Sicily inscription 4052,isic4052,,,http://sicily.classics.ox.ac.uk/inscription/isic4052,10.5281/zenodo.4389698,,334568,,,,,,,,,,
I.Sicily inscription 4053,isic4053,,,http://sicily.classics.ox.ac.uk/inscription/isic4053,10.5281/zenodo.4389700,,334570,,,,,,,,,,
I.Sicily inscription 4054,isic4054,,,http://sicily.classics.ox.ac.uk/inscription/isic4054,10.5281/zenodo.4389704,,334571,,,,,,,,,,
I.Sicily inscription 4055,isic4055,,,http://sicily.classics.ox.ac.uk/inscription/isic4055,10.5281/zenodo.4389708,,334572,,,,,,,,,,
I.Sicily inscription 4056,isic4056,,,http://sicily.classics.ox.ac.uk/inscription/isic4056,10.5281/zenodo.4389710,,334573,,,,,,,,,,
I.Sicily inscription 4057,isic4057,,,http://sicily.classics.ox.ac.uk/inscription/isic4057,10.5281/zenodo.4389714,,334574,,,,,,,,,,
I.Sicily inscription 4058,isic4058,,,http://sicily.classics.ox.ac.uk/inscription/isic4058,10.5281/zenodo.4389718,,334575,,,,,,,,,,
I.Sicily inscription 4059,isic4059,,,http://sicily.classics.ox.ac.uk/inscription/isic4059,10.5281/zenodo.4389720,,334576,,,,,,,,,,
I.Sicily inscription 4060,isic4060,,,http://sicily.classics.ox.ac.uk/inscription/isic4060,10.5281/zenodo.4389722,,334577,,,,,,,,,,
I.Sicily inscription 4061,isic4061,,,http://sicily.classics.ox.ac.uk/inscription/isic4061,10.5281/zenodo.4389726,,334579,,,,,,,,,,
I.Sicily inscription 4062,isic4062,,,http://sicily.classics.ox.ac.uk/inscription/isic4062,10.5281/zenodo.4389730,,334581,,,,,,,,,,
I.Sicily inscription 4063,isic4063,,,http://sicily.classics.ox.ac.uk/inscription/isic4063,10.5281/zenodo.4389734,,334582,,,,,,,,,,
I.Sicily inscription 4064,isic4064,,,http://sicily.classics.ox.ac.uk/inscription/isic4064,10.5281/zenodo.4389736,,334583,,,,,,,,,,
I.Sicily inscription 4065,isic4065,,,http://sicily.classics.ox.ac.uk/inscription/isic4065,10.5281/zenodo.4389740,,334584,,,,,,,,,,
I.Sicily inscription 4066,isic4066,,,http://sicily.classics.ox.ac.uk/inscription/isic4066,10.5281/zenodo.4389744,,334586,,,,,,,,,,
I.Sicily inscription 4067,isic4067,,,http://sicily.classics.ox.ac.uk/inscription/isic4067,10.5281/zenodo.4389748,,334587,,,,,,,,,,
I.Sicily inscription 4068,isic4068,,,http://sicily.classics.ox.ac.uk/inscription/isic4068,10.5281/zenodo.4389750,,334588,,,,,,,,,,
I.Sicily inscription 4069,isic4069,,,http://sicily.classics.ox.ac.uk/inscription/isic4069,10.5281/zenodo.4389752,,334589,,,,,,,,,,
I.Sicily inscription 4070,isic4070,,,http://sicily.classics.ox.ac.uk/inscription/isic4070,10.5281/zenodo.4389756,,334590,,,,,,,,,,
I.Sicily inscription 4071,isic4071,,,http://sicily.classics.ox.ac.uk/inscription/isic4071,10.5281/zenodo.4389760,,334594,,,,,,,,,,
I.Sicily inscription 4072,isic4072,,,http://sicily.classics.ox.ac.uk/inscription/isic4072,10.5281/zenodo.4389762,,334595,,,,,,,,,,
I.Sicily inscription 4073,isic4073,,,http://sicily.classics.ox.ac.uk/inscription/isic4073,10.5281/zenodo.4389764,,334596,,,,,,,,,,
I.Sicily inscription 4074,isic4074,,,http://sicily.classics.ox.ac.uk/inscription/isic4074,10.5281/zenodo.4389766,,334600,,,,,,,,,,
I.Sicily inscription 4075,isic4075,,,http://sicily.classics.ox.ac.uk/inscription/isic4075,10.5281/zenodo.4389768,,334601,,,,,,,,,,
I.Sicily inscription 4076,isic4076,,,http://sicily.classics.ox.ac.uk/inscription/isic4076,10.5281/zenodo.4389770,,334602,,,,,,,,,,
I.Sicily inscription 4077,isic4077,,,http://sicily.classics.ox.ac.uk/inscription/isic4077,10.5281/zenodo.4389774,,334603,,,,,,,,,,
I.Sicily inscription 4078,isic4078,,,http://sicily.classics.ox.ac.uk/inscription/isic4078,10.5281/zenodo.4389776,,334604,,,,,,,,,,
I.Sicily inscription 4079,isic4079,,,http://sicily.classics.ox.ac.uk/inscription/isic4079,10.5281/zenodo.4389778,,334605,,,,,,,,,,
I.Sicily inscription 4080,isic4080,,,http://sicily.classics.ox.ac.uk/inscription/isic4080,10.5281/zenodo.4389782,,334606,,,,,,,,,,
I.Sicily inscription 4081,isic4081,,,http://sicily.classics.ox.ac.uk/inscription/isic4081,10.5281/zenodo.4389784,,334607,,,,,,,,,,
I.Sicily inscription 4082,isic4082,,,http://sicily.classics.ox.ac.uk/inscription/isic4082,10.5281/zenodo.4389790,,334609,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,,,
I.Sicily inscription 4083,isic4083,,,http://sicily.classics.ox.ac.uk/inscription/isic4083,10.5281/zenodo.4389792,,334610,,,,,,,,,,
I.Sicily inscription 4084,isic4084,,,http://sicily.classics.ox.ac.uk/inscription/isic4084,10.5281/zenodo.4389796,,334611,,,,,,,,,,
I.Sicily inscription 4085,isic4085,,,http://sicily.classics.ox.ac.uk/inscription/isic4085,10.5281/zenodo.4389798,,334612,,,,,,,,,,
I.Sicily inscription 4086,isic4086,,,http://sicily.classics.ox.ac.uk/inscription/isic4086,10.5281/zenodo.4389800,,334614,,,,,,,,,,
I.Sicily inscription 4087,isic4087,,,http://sicily.classics.ox.ac.uk/inscription/isic4087,10.5281/zenodo.4389802,,334615,,,,,,,,,,
I.Sicily inscription 4088,isic4088,,,http://sicily.classics.ox.ac.uk/inscription/isic4088,10.5281/zenodo.4389804,,334618,,,,,,,,,,
I.Sicily inscription 4089,isic4089,,,http://sicily.classics.ox.ac.uk/inscription/isic4089,10.5281/zenodo.4389806,,334619,,,,,,,,,,
I.Sicily inscription 4090,isic4090,,,http://sicily.classics.ox.ac.uk/inscription/isic4090,10.5281/zenodo.4389808,,334620,,,,,,,,,,
